human,humanLabel,awardEditionLabel,awardLabel,awardWork,awardWorkLabel,director,directorLabel,time
,,61st Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q531310,The Accused,http://www.wikidata.org/entity/Q1703212,Jonathan Kaplan,1989-03-29T00:00:00Z
,,61st Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q865056,Bird,http://www.wikidata.org/entity/Q43203,Clint Eastwood,1989-03-29T00:00:00Z
,,61st Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q918367,Mississippi Burning,http://www.wikidata.org/entity/Q271284,Alan Parker,1989-03-29T00:00:00Z
,,61st Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q1546610,The Milagro Beanfield War,http://www.wikidata.org/entity/Q59215,Robert Redford,1989-03-29T00:00:00Z
,,60th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q7768397,The Ten-Year Lunch,http://www.wikidata.org/entity/Q4829042,Aviva Slesin,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q797679,Babette's Feast,http://www.wikidata.org/entity/Q553819,Gabriel Axel,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q332348,Wall Street,http://www.wikidata.org/entity/Q179497,Oliver Stone,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Makeup and Hairstyling,http://www.wikidata.org/entity/Q240899,Harry and the Hendersons,http://www.wikidata.org/entity/Q3568548,William Dear,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q212775,The Last Emperor,http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q108525,The Untouchables,http://www.wikidata.org/entity/Q189526,Brian De Palma,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q506390,Innerspace,http://www.wikidata.org/entity/Q455279,Joe Dante,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1336107,Moonstruck,http://www.wikidata.org/entity/Q309214,Norman Jewison,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1336107,Moonstruck,http://www.wikidata.org/entity/Q309214,Norman Jewison,1988-04-11T00:00:00Z
,,60th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q1336107,Moonstruck,http://www.wikidata.org/entity/Q309214,Norman Jewison,1988-04-11T00:00:00Z
,,59th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q5302910,Down and Out in America,http://www.wikidata.org/entity/Q230184,Lee Grant,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q845057,Hannah and Her Sisters,http://www.wikidata.org/entity/Q25089,Woody Allen,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q845057,Hannah and Her Sisters,http://www.wikidata.org/entity/Q25089,Woody Allen,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q845057,Hannah and Her Sisters,http://www.wikidata.org/entity/Q25089,Woody Allen,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q203574,A Room with a View,http://www.wikidata.org/entity/Q51577,James Ivory,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q203574,A Room with a View,http://www.wikidata.org/entity/Q51577,James Ivory,1987-03-30T00:00:00Z
,,59th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q203574,A Room with a View,http://www.wikidata.org/entity/Q51577,James Ivory,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q190643,Platoon,http://www.wikidata.org/entity/Q179497,Oliver Stone,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q190643,Platoon,http://www.wikidata.org/entity/Q179497,Oliver Stone,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q190643,Platoon,http://www.wikidata.org/entity/Q179497,Oliver Stone,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q190643,Platoon,http://www.wikidata.org/entity/Q179497,Oliver Stone,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q302490,The Mission,http://www.wikidata.org/entity/Q309715,Roland Joffé,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q104814,Aliens,http://www.wikidata.org/entity/Q42574,James Cameron,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Sound Editing,http://www.wikidata.org/entity/Q104814,Aliens,http://www.wikidata.org/entity/Q42574,James Cameron,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Makeup and Hairstyling,http://www.wikidata.org/entity/Q468700,The Fly,http://www.wikidata.org/entity/Q55422,David Cronenberg,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q470916,The Color of Money,http://www.wikidata.org/entity/Q41148,Martin Scorsese,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q576371,Round Midnight,http://www.wikidata.org/entity/Q337226,Bertrand Tavernier,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q1192213,The Assault,http://www.wikidata.org/entity/Q470831,Fons Rademakers,1987-03-30T00:00:00Z
,,59th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q1323446,Children of a Lesser God,http://www.wikidata.org/entity/Q2536001,Randa Haines,1987-03-30T00:00:00Z
,,58th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z
,,58th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q208266,Out of Africa,http://www.wikidata.org/entity/Q51522,Sydney Pollack,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q460664,Prizzi's Honor,http://www.wikidata.org/entity/Q51575,John Huston,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q488041,Witness,http://www.wikidata.org/entity/Q55424,Peter Weir,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q488041,Witness,http://www.wikidata.org/entity/Q55424,Peter Weir,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q565231,Ran,http://www.wikidata.org/entity/Q8006,Akira Kurosawa,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Makeup and Hairstyling,http://www.wikidata.org/entity/Q929647,Mask,http://www.wikidata.org/entity/Q158250,Peter Bogdanovich,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q1105463,Cocoon,http://www.wikidata.org/entity/Q103646,Ron Howard,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q1105463,Cocoon,http://www.wikidata.org/entity/Q103646,Ron Howard,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1215865,Kiss of the Spider Woman,http://www.wikidata.org/entity/Q538608,Héctor Babenco,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q1219153,The Official Story,http://www.wikidata.org/entity/Q611429,Luis Puenzo,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q2521361,The Trip to Bountiful,http://www.wikidata.org/entity/Q369485,Peter Masterson,1986-03-24T00:00:00Z
,,58th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q2925979,Broken Rainbow,http://www.wikidata.org/entity/Q18816471,Victoria Mudd,1986-03-24T00:00:00Z
,,57th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q677033,Dangerous Moves,http://www.wikidata.org/entity/Q563542,Richard Dembo,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Makeup and Hairstyling,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q190956,Amadeus,http://www.wikidata.org/entity/Q51525,Miloš Forman,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q179215,Indiana Jones and the Temple of Doom,http://www.wikidata.org/entity/Q8877,Steven Spielberg,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q59073,Places in the Heart,http://www.wikidata.org/entity/Q59085,Robert Benton,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q59073,Places in the Heart,http://www.wikidata.org/entity/Q59085,Robert Benton,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q494582,The Killing Fields,http://www.wikidata.org/entity/Q309715,Roland Joffé,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q494582,The Killing Fields,http://www.wikidata.org/entity/Q309715,Roland Joffé,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q494582,The Killing Fields,http://www.wikidata.org/entity/Q309715,Roland Joffé,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q1323132,A Passage to India,http://www.wikidata.org/entity/Q55260,David Lean,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q1323132,A Passage to India,http://www.wikidata.org/entity/Q55260,David Lean,1985-03-25T00:00:00Z
,,57th Academy Awards,Academy Award for Best Original Song Score,http://www.wikidata.org/entity/Q1754021,Purple Rain,http://www.wikidata.org/entity/Q16731822,Albert Magnoli,1985-03-25T00:00:00Z
,,56th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q505148,The Year of Living Dangerously,http://www.wikidata.org/entity/Q55424,Peter Weir,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z
,,56th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q185071,Terms of Endearment,http://www.wikidata.org/entity/Q95125,James L. Brooks,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q165651,Fanny and Alexander,http://www.wikidata.org/entity/Q7546,Ingmar Bergman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q165651,Fanny and Alexander,http://www.wikidata.org/entity/Q7546,Ingmar Bergman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q165651,Fanny and Alexander,http://www.wikidata.org/entity/Q7546,Ingmar Bergman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q165651,Fanny and Alexander,http://www.wikidata.org/entity/Q7546,Ingmar Bergman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q5688866,He Makes Me Feel Like Dancin',http://www.wikidata.org/entity/Q490198,Emile Ardolino,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q1197185,The Right Stuff,http://www.wikidata.org/entity/Q176126,Philip Kaufman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q1197185,The Right Stuff,http://www.wikidata.org/entity/Q176126,Philip Kaufman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Sound Editing,http://www.wikidata.org/entity/Q1197185,The Right Stuff,http://www.wikidata.org/entity/Q176126,Philip Kaufman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q1197185,The Right Stuff,http://www.wikidata.org/entity/Q176126,Philip Kaufman,1984-04-09T00:00:00Z
,,56th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q1113987,Tender Mercies,http://www.wikidata.org/entity/Q449220,Bruce Beresford,1984-04-09T00:00:00Z
